qitem,label,sitelink_count,num_strategies,strategies,types,gender_qid,admin_qid,latitude,longitude,date_of_birth,inception,en_title,lg_title,sw_title,en_views,is_core,gender,admin_label,type_labels
Q100702093,Abby Mukiibi Nkaaga,4,3,birth_death_wd|citizenship_wd|language_wd,Q5,Q6581097,,,,,,Abby Mukiibi Nkaaga,Abby Mukiibi Nkaaga,,0,1,male,,human
Q100717966,Arnold Oceng,5,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1985-11-30T00:00:00Z,,Arnold Oceng,,,13193,1,male,,human
Q100728299,Ivan Wani,4,1,birth_death_wd,Q5,Q6581097,,,,1998-12-12T00:00:00Z,,Ivan Wani,Ivan Wani,,0,1,male,,human
Q100801324,Julie Mutesasira,6,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Julie Mutesasira,Julie Mutesasira,Julie Mutesasira,947,1,female,,human
Q100869668,Miriam Muwanga,5,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Miriam Muwanga,Miriam Muwanga,,106,1,female,,human
Q100884652,Dane Miller Jr.,3,1,citizenship_wd,Q5,Q6581097,,,,1990-05-10T00:00:00Z,,Dane Miller Jr.,,,0,1,male,,human
Q1009,Cameroon,313,1,language_wd,Q6256|Q7270|Q3624078,,,5.133333333,12.65,,1960-01-01T00:00:00Z,Cameroon,Cameroon,Kamerun,583366,0,,,"country, republic, sovereign state"
Q100919083,Eric Rwahwire,1,1,citizenship_wd,Q5,Q6581097,,,,1996-02-21T00:00:00Z,,,,,0,1,male,,human
Q100921447,Adam Seiko,1,1,citizenship_wd,Q5,Q6581097,,,,1998-02-27T00:00:00Z,,,,,0,1,male,,human
Q1010056,Lake Bunyonyi,20,1,country_wd,Q23397,,Q2559188,-1.283333333,29.916666666,,,Lake Bunyonyi,Ennyanja Bunyonyi,Ziwa Bunyonyi,4881,1,,Western Region,lake
Q101085725,Abbas Kaijuka,5,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1989-12-15T00:00:00Z,,Abbas Kaijuka,Abbas Kaijuka,,188,1,male,,human
Q101095774,Samuel Wambuzi,3,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1931-11-23T00:00:00Z,,Samuel Wako Wambuzi,Samuel Wako Wambuzi,,0,1,male,,human
Q101115022,Leila Nakabira,7,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1993-01-01T00:00:00Z,,Leila Nakabira,Leila Nakabira,,143,1,female,,human
Q101499718,2021 Ugandan general election,17,3,country_wd|keyword_title|part_of_wd,Q22341433,,,,,,,2021 Ugandan general election,,,10421,1,,,Ugandan general election
Q1015699,Lira,35,2,country_wd|keyword_title,Q515,,Q2559686,2.248888888,32.9,,1919-01-01T00:00:00Z,"Lira, Uganda",,"Lira, Uganda",4324,1,,Northern Region,city
Q1015727,Mbale City,33,3,country_wd|ethnic_group_wd|keyword_title,Q515,,Q581822,1.0711896,34.1749506,,,Mbale,Mbale,"Mbale, Uganda",5997,1,,Mbale District,city
Q1017653,,1,1,country_wd,Q728937,,,,,,,,,,0,1,,,railway line/metro line
Q102035941,Kirizestom Ntambi,1,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1992-06-27T00:00:00Z,,,,,0,1,male,,human
Q102073069,Rosebell Kagumire,10,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1983-04-23T00:00:00Z,,Rosebell Kagumire,Rosebell Kagumire,Rosebell Kagumire,286,1,female,,human
Q102182713,Raphael Magyezi,3,1,citizenship_wd,Q5,Q6581097,,,,1960-07-27T00:00:00Z,,Raphael Magyezi,Raphael Magyezi,,0,1,male,,human
Q102320873,Hamis Kiggundu,13,3,birth_death_wd|citizenship_wd|language_wd,Q5,Q6581097,,,,1984-02-10T00:00:00Z,,Hamis Kiggundu,Hamis Kiggundu,Hamis Kiggundu,13015,1,male,,human
Q1023260,1973 CECAFA Cup,7,1,country_wd,Q658986|Q27020041,,,,,,,1973 CECAFA Cup,,,417,1,,,"CECAFA Cup, sports season"
Q1023269,1982 CECAFA Cup,5,1,country_wd,Q658986|Q27020041,,,,,,,1982 CECAFA Cup,,,213,1,,,"CECAFA Cup, sports season"
Q1023273,1984 CECAFA Cup,5,1,country_wd,Q27020041,,,,,,,1984 CECAFA Cup,,,222,1,,,sports season
Q1023279,1991 CECAFA Cup,5,1,country_wd,Q658986|Q27020041,,,,,,,1991 CECAFA Cup,,,197,1,,,"CECAFA Cup, sports season"
Q1023282,1995 CECAFA Cup,5,1,country_wd,Q658986|Q27020041,,,,,,,1995 CECAFA Cup,,,348,1,,,"CECAFA Cup, sports season"
Q1023287,2000 CECAFA Cup,6,1,country_wd,Q658986|Q27020041,,,,,,,2000 CECAFA Cup,,,284,1,,,"CECAFA Cup, sports season"
Q1023299,2008 CECAFA Cup,5,1,country_wd,Q658986|Q27020041,,,,,,,2008 CECAFA Cup,,,331,1,,,"CECAFA Cup, sports season"
Q1023302,2012 CECAFA Cup,5,1,country_wd,Q27020041,,,,,,,2012 CECAFA Cup,,,725,1,,,sports season
Q1026465,Kadaga Rebecca Alitwala,27,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1956-05-24T00:00:00Z,,Rebecca Kadaga,Rebecca Kadaga,Rebecca Kadaga,10265,1,female,,human
Q1027090,Betty Okino,17,1,birth_death_wd,Q5,Q6581072,,,,1975-06-04T00:00:00Z,,Betty Okino,Betty Okino,,5777,1,female,,human
Q1027333,Callistus Rubaramira,8,1,birth_death_wd,Q5,Q6581097,,,,1950-02-08T00:00:00Z,,Callistus Rubaramira,,,923,1,male,,human
Q1028215,Gulu District,21,1,country_wd,Q3539870,,Q2559686,2.75,32.0,,,Gulu District,Gulu (disitulikit),Wilaya ya Gulu,2636,1,,Northern Region,district of Uganda
Q10284512,Francis Nyangweso,7,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1939-09-29T00:00:00Z,,Frank Nyangweso,Frank Nyangweso,,271,1,male,,human
Q103037,National flag of Uganda,62,3,country_wd|keyword_title|part_of_wd,Q186516,,,,,,1962-10-09T00:00:00Z,Flag of Uganda,,,37234,1,,,national flag
Q1032233,Masaka District,24,1,country_wd,Q192611|Q3539870,,Q429685,-0.316666666,31.666666666,,,Masaka District,Masaka (disitulikit),Wilaya ya Masaka,1648,1,,Central Region,"electoral unit, district of Uganda"
Q1032238,Masindi District,22,1,country_wd,Q3539870,,Q2559188,1.68333333,31.73333333,,,Masindi District,Masindi (disitulikit),Wilaya ya Masindi,1120,1,,Western Region,district of Uganda
Q1032245,Kanungu District,20,1,country_wd,Q3539870,,Q2559188,-0.75,29.7,,,Kanungu District,Kanungu (disitulikit),Wilaya ya Kanungu,1909,1,,Western Region,district of Uganda
Q1036,Uganda,312,4,country_wd|ethnic_group_wd|keyword_title|language_wd,Q6256|Q7270|Q123480|Q3624078,,,1.28,32.39,,1962-01-01T00:00:00Z,Uganda,Uganda,Uganda,704340,1,,,"country, republic, landlocked country, sovereign state"
Q10384328,Robert Ssejjemba,4,1,birth_death_wd,Q5,Q6581097,,,,1980-12-05T00:00:00Z,,Robert Ssejjemba,Robert Ssejjemba,,0,1,male,,human
Q104037541,Kalaki District,3,1,country_wd,Q3539870,,Q2559220,,,,,Kalaki District,,,0,1,,Eastern Region,district of Uganda
Q104050242,Asan Kasingye,2,1,birth_death_wd,Q5,Q6581097,,,,1964-03-23T00:00:00Z,,Asan Kasingye,Asan Kasingye,,0,1,male,,human
Q104119284,Mercy Kainobwisho,5,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1979-01-01T00:00:00Z,,Mercy Kainobwisho,Mercy Kainobwisho,,866,1,female,,human
Q104300518,Aaron Mushengyezi,2,1,citizenship_wd,Q5,Q6581097,,,,1969-01-01T00:00:00Z,,Aaron Mushengyezi,Aaron Mushengyezi,,0,1,male,,human
Q104359369,Andrew Kambugu,2,1,citizenship_wd,Q5,Q6581097,,,,1973-01-01T00:00:00Z,,Andrew Kambugu,Andrew Kambugu,,0,1,male,,human
Q104419,Joseph Kony,55,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1961-01-01T00:00:00Z,,Joseph Kony,Joseph Kony,Joseph Kony,262646,1,male,,human
Q104480466,Metropolitan International University,4,1,country_wd,Q2385804,,,0.342382,32.541229,,2017-01-01T00:00:00Z,Metropolitan International University,Metropolitan International University,,0,1,,,educational institution
Q104510834,Robert Hakiza,1,1,citizenship_wd,Q5,Q6581097,,,,,,Robert Hakiza,,,0,1,male,,human
Q104629341,Paul Etyang,7,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1938-08-15T00:00:00Z,,Paul Etiang,Paul Etiang,,339,1,male,,human
Q104632155,Alexis Bbakka,5,1,citizenship_wd,Q5,Q6581097,,,,1995-09-13T00:00:00Z,,Alexis Bbakka,Alexis Bbakka,,212,1,male,,human
Q104668229,Deputy Prime Minister of Uganda,2,3,country_wd|keyword_title|part_of_wd,Q4164871,,,,,,,Deputy Prime Minister of Uganda,Omumyuka wa ssaabaminisita wa Uganda,,0,1,,,position
Q10467296,Ddunda,1,1,ethnic_group_wd,Q1969448,,,,,,,,,,0,0,,,term
Q104698321,Terego District,5,1,country_wd,Q56061,,Q2559686,3.2,31.1,,,Terego District,,,1150,1,,Northern Region,administrative territorial entity
Q10470429,Henry Kalungi,5,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1987-11-25T00:00:00Z,,Henry Kalungi,Henry Kalungi,,381,1,male,,human
Q104717556,Doreen Kabareebe,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1990-12-25T00:00:00Z,,Doreen Kabareebe,Doreen Kabareebe,,0,1,female,,human
Q104819500,,2,1,country_wd,Q2618461,,,,,,,,,,0,1,,,legislative election
Q104835651,Save Uganda Movement,4,2,country_wd|keyword_title,Q207320,,,,,,,Save Uganda Movement,,,0,1,,,paramilitary organization
Q104839796,Tito Okello,10,1,birth_death_wd,Q5,Q6581097,,,,1997-01-07T00:00:00Z,,Tito Okello (footballer),Tito Okello (muzannyi wa mupiira),,2244,1,male,,human
Q104843492,Imbalu,2,1,ethnic_group_wd,Q64272108,,,,,,,Imbalu,,,0,0,,,cultural festival
Q104843746,Uganda Army,1,2,country_wd|keyword_title,Q37726,,,,,,1962-01-01T00:00:00Z,Uganda Army (1962–1971),,,0,1,,,army
Q104848604,Mbale–Bulambuli–Siti Medium Voltage Power Line,1,1,country_wd,Q2144320,,,1.16,34.396666666,,,Mbale–Bulambuli–Siti Medium Voltage Power Line,,,0,1,,,overhead power line
Q104848631,Mbarara–Nkenda High Voltage Power Line,1,1,country_wd,Q2144320,,,0.257222222,30.116111111,,,Mbarara–Nkenda High Voltage Power Line,,,0,1,,,overhead power line
Q104848927,Kasese Municipal Health Centre III,1,1,country_wd,Q16917,,,0.207941,30.107571,,,Kasese Municipal Health Centre III,,,0,1,,,hospital
Q104848986,Mirama–Kabale High Voltage Power Line,1,1,country_wd,Q2144320,,,-1.049722222,30.458055555,,,Mirama–Kabale High Voltage Power Line,,,0,1,,,overhead power line
Q104849238,Mirama–Kikagati–Nsongezi High Voltage Power Line,1,1,country_wd,,,,-1.0425,30.669444444,,,Mirama–Kikagati–Nsongezi High Voltage Power Line,,,0,1,,,
Q104851213,Geographic Centre of Uganda,1,2,country_wd|keyword_title,Q74817647,,,1.58813,32.71728,,,Geographic centre of Uganda,,,0,1,,,aspect in a geographic region
Q104855939,Kyaliwajjala–Kira–Kasangati–Matugga Road,1,1,country_wd,Q34442,,,0.446944444,32.580555555,,,Kyaliwajjala–Kira–Kasangati–Matugga Road,,,0,1,,,road
Q104856267,Pearl Magic,1,1,country_wd,,,,,,,,Pearl Magic,,,0,1,,,
Q104856578,Alere 2 Refugee settlement,1,1,country_wd,Q622499,,,,,,,Alere 2 Refugee settlement,,,0,1,,,refugee camp
Q104856713,Baratuku refugee settlement,1,1,country_wd,,,,3.13,31.77,,,Baratuku refugee settlement,,,0,1,,,
Q104857551,Mahathi Fuel Transport and Storage Depot,3,1,country_wd,,,,0.123055555,32.569444444,,,Mahathi Fuel Transport and Storage Depot,,,0,1,,,
Q104858222,Arua Hill Sports Club,3,1,country_wd,Q476028|Q4438121,,,,,,,Arua Hill S.C.,,,0,1,,,"association football club, sports organization"
Q104859493,Oliji refugee settlement,1,1,country_wd,,,,,,,,Oliji refugee settlement,,,0,1,,,
Q104859794,Ayilo 2 Refugee Settlement,1,1,country_wd,Q486972,,Q2559686,3.259140253,31.953080036,,,Ayilo 2 refugee settlement,,,0,1,,Northern Region,human settlement
Q104859936,Nexus International University,4,1,country_wd,,,,0.300833333,32.606388888,,,Nexus International University,Nexus International University,,0,1,,,
Q104860506,Maaji 2 refugee settlement,1,1,country_wd,,,Q4261446,3.22,31.65,,,Maaji refugee settlements,,,0,1,,West Nile sub-region,
Q104861109,Arua Hill Park,1,1,country_wd,Q483110|Q1076486,,Q500111,,,,2019-01-01T00:00:00Z,Arua Hill Park,,,0,1,,Arua,"stadium, sports venue"
Q104861641,Kikuube,1,1,country_wd,Q486972,,Q60769700,1.332777777,31.2075,,,Kikuube,,,0,1,,Kikuube District,human settlement
Q104863725,Victoria Microplate,5,1,country_wd,Q215680,,,,,,,Victoria microplate,,,1713,1,,,tectonic plate
Q104867655,Child soldiers in Uganda,1,2,country_wd|keyword_title,Q843926,,,,,,,Child soldiers in Uganda,,,0,1,,,child soldier
Q104867778,Nubians,2,2,country_wd|keyword_title,,,,,,,,Nubians (Uganda),,,0,1,,,
Q104868264,list of PDC World Cup of Darts teams,2,1,keyword_title,Q13406463,,,,,,,List of PDC World Cup of Darts teams,,,0,0,,,Wikimedia list article
Q104869924,Arube uprising,3,2,country_wd|keyword_title,Q25906438,,,,,,,Arube uprising,,,0,1,,,attempted coup d'état
Q104871978,Uganda Inspectorate of Government Towers,2,2,country_wd|keyword_title,,,,0.319444444,32.590555555,,,Uganda Inspectorate of Government Towers,Ekizimbe kya Uganda Inspectorate of Government,,0,1,,,
Q104872469,Uro Care Hospital,1,1,country_wd,Q16917,,,0.353333333,32.535277777,,,Uro Care Hospital,,,0,1,,,hospital
Q104874525,Kabaddi Federation of Uganda,1,2,country_wd|keyword_title,,,,,,,,Kabaddi Federation of Uganda,,,0,1,,,
Q104875951,Holy Family Hospital Nyapea,1,1,country_wd,Q16917,,Q31974753,2.462222222,30.950555555,,,Holy Family Hospital Nyapea,,,0,1,,Nyapea,hospital
Q104876451,Pope John's Hospital Aber,1,1,country_wd,Q16917,,,2.235,32.387777777,,,Pope John's Hospital Aber,,,0,1,,,hospital
Q104876664,Lwala Hospital Kaberamaido,1,1,country_wd,Q16917,,,1.859166666,33.278333333,,,Lwala Hospital Kaberamaido,,,0,1,,,hospital
Q104878066,Uganda Martyrs' Hospital Ibanda,1,2,country_wd|keyword_title,Q16917,,Q3459039,-0.129722222,30.448611111,,,Uganda Martyrs' Hospital Ibanda,,,0,1,,Ibanda,hospital
Q104878305,St. Joseph’s Hospital Maracha,1,1,country_wd,Q16917,,,3.238055555,30.921666666,,,St. Joseph's Hospital Maracha,,,0,1,,,hospital
Q104880338,Kashenyi–Mitooma Road,1,1,country_wd,Q34442,,,-0.613055555,30.083055555,,,Kashenyi–Mitooma Road,,,0,1,,,road
Q104903313,Pallisa General Hospital,1,1,country_wd,Q16917,,Q2297538,1.176111111,33.710833333,,,Pallisa General Hospital,,,0,1,,Pallisa,hospital
Q104904723,Mariya Nzigiyimana,4,1,birth_death_wd,Q5,Q6581072,,,,1934-01-01T00:00:00Z,,Mariya Nzigiyimana,,Mariya Nzigiyimana,0,1,female,,human
Q10490978,Joseph Fotso,3,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1983-01-03T00:00:00Z,,Joseph Fotso,,,0,1,male,,human
Q104981015,embassy of Italy in Uganda,1,2,country_wd|part_of_wd,Q3917681,,,,,,,,,,0,1,,,embassy
Q105038407,Operation Dada Idi,3,1,country_wd,Q645883,,,,,,,Operation Dada Idi,,,0,1,,,military operation
Q105038459,Uganda–Yugoslavia relations,3,2,country_wd|keyword_title,Q15221623,,,,,,,Uganda–Yugoslavia relations,,,0,1,,,bilateral relation
Q105040979,2021 in Uganda,1,2,country_wd|keyword_title,Q18340514,,,,,,,2021 in Uganda,,,0,1,,,events in a specific year or time period
Q105044448,Jezza,2,2,country_wd|keyword_title,Q532|Q56061,,Q1362109,0.375,32.268333333,,,"Jezza, Uganda",,,0,1,,Mpigi District,"village, administrative territorial entity"
Q105106300,Janet Wesonga,6,1,citizenship_wd,Q5,Q6581072,,,,,,Janet Wesonga,Janet Wesonga,,98,1,female,,human
Q10514379,Manfred Kizito,7,1,birth_death_wd,Q5,Q6581097,,,,1980-03-14T00:00:00Z,,Manfred Kizito,Manfred Kizito,,173,1,male,,human
Q10514977,Simon Sserunkuma,5,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1991-09-19T00:00:00Z,,Simon Sserunkuma,Simon Sserunkuma,,161,1,male,,human
Q105199030,2026 Ugandan general election,12,3,country_wd|keyword_title|part_of_wd,Q22341433,,,,,,,2026 Ugandan general election,Okulonda kwa bonna mu Uganda okwa 2026,,43443,1,,,Ugandan general election
Q105199269,2026 Ugandan parliamentary election,1,2,country_wd|part_of_wd,Q2618461,,,,,,,,,,0,1,,,legislative election
Q105273154,Fox Odoi-Oywelowo,3,1,citizenship_wd,Q5,Q6581097,,,,1968-01-01T00:00:00Z,,Fox Odoi-Oywelowo,Fox Odoi-Oywelowo,,0,1,male,,human
Q1053192,Celtel,5,1,country_wd,Q4830453|Q6881511,,,,,,1998-01-01T00:00:00Z,Celtel,,,3777,1,,,"business, enterprise"
Q105322566,Nancy Kalembe,4,3,birth_death_wd|citizenship_wd|language_wd,Q5,Q6581072,,,,1980-01-01T00:00:00Z,,Nancy Kalembe,Nancy Kalembe,Nancy Kalembe,0,1,female,,human
Q105323438,Uganda Prisons Service,1,2,country_wd|keyword_title,Q40357|Q43229|Q327333,,,,,,,Uganda Prisons Service,,,0,1,,,"prison, organization, government agency"
Q105359169,Hannington Bugingo,1,1,birth_death_wd,Q5,Q6581097,,,,1981-05-12T00:00:00Z,,Hannington Bugingo,,,0,1,male,,human
Q1054183,Centre de linguistique appliquée de Dakar,5,1,language_wd,Q2467461,,,,,,1963-06-01T00:00:00Z,Centre de linguistique appliquée de Dakar,,,311,0,,,academic department
Q105420405,Donald Rukare,1,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1968-11-04T00:00:00Z,,Donald Rukare,,,0,1,male,,human
Q105442136,Action for Development,3,1,country_wd,Q79913|Q1451906,,,,,,1985-01-01T00:00:00Z,Action for Development,Action for Development,,0,1,,,"non-governmental organization, women's organization"
Q105457011,Ssenyonyi Joel Besekezi,2,1,birth_death_wd,Q5,Q6581097,,,,1986-12-20T00:00:00Z,,Joel Ssenyonyi,Joel Ssenyonyi,,0,1,male,,human
Q10545898,Kitamba,1,1,country_wd,Q6949213,,,,,,,,,,0,1,,,mythological king
Q105496739,Ibrahim Orit,4,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1998-07-28T00:00:00Z,,Ibrahim Orit,Ibrahim Orit,,0,1,male,,human
Q105503232,Aziz Kayondo,9,1,birth_death_wd,Q5,Q6581097,,,,2002-10-06T00:00:00Z,,Aziz Kayondo,Aziz Kayondo,,3582,1,male,,human
Q105548511,Andrew Buteera,4,1,birth_death_wd,Q5,Q6581097,,,,1994-10-03T00:00:00Z,,Andrew Buteera,Andrew Buteera,,0,1,male,,human
Q105563991,Serving His Children,1,1,country_wd,,,,,,,,Serving His Children,,,0,1,,,
Q105587935,War in Uganda (1986–1994),7,2,country_wd|keyword_title,Q8465,,,,,,,War in Uganda (1986–1994),,,15949,1,,,civil war
Q105605643,Ruharo Mission Hospital,1,1,country_wd,Q16917,,,-0.612777777,30.631111111,,,Ruharo Mission Hospital,,,0,1,,,hospital
Q105627879,Nandagire Christine Ndiwalana,5,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Nandagire Christine Ndiwalana,Nandagire Christine Ndiwalana,,209,1,female,,human
Q105631664,Florence Kabugho,5,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Florence Kabugho,Florence Kabugho,Florence Kabugho,249,1,female,,human
Q105635635,embassy of the United States in Uganda,2,2,country_wd|part_of_wd,Q113065939,,,,,,,"Embassy of the United States, Kampala",,,0,1,,,Embassy of the United States
Q105635671,embassy of Iceland in Uganda,1,2,country_wd|part_of_wd,Q3917681,,,,,,,,,,0,1,,,embassy
Q105642336,Wanjiku Muhia,4,1,language_wd,Q5,Q6581072,,,,,,Wanjiku Muhia,,Wanjiku Muhia,0,0,female,,human
Q105659105,Main page/lg,1,1,language_wd,Q21450877,,,,,,,,,,0,0,,,Wikimedia multilingual project main page
Q105666074,Rosemary Nyakikongoro,8,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1965-01-05T00:00:00Z,,Rosemary Nyakikongoro,Rosemary Nyakikongoro,,263,1,female,,human
Q105676945,Futsal Association of Uganda,1,2,country_wd|keyword_title,Q43229,,,47.381388888,8.574444444,,,Futsal Association of Uganda,,,0,1,,,organization
Q105729903,Mamawi James,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1988-09-29T00:00:00Z,,James Mamawi,James Mamawi,,0,1,male,,human
Q105730111,Lagen David Atuka,2,1,citizenship_wd,Q5,Q6581097,,,,,,Lagen David Atuka,Lagen Dawudi Atuka,,0,1,male,,human
Q105746321,Halid Lwaliwa,8,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1996-08-22T00:00:00Z,,Halid Lwaliwa,Halid Lwaliwa,,260,1,male,,human
Q105759499,Anywar Ricky Richard,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,,,Ricky Richard Anywar,Ricky Richard Anywar,,0,1,male,,human
Q105759549,Akello Beatrice Akori,6,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Beatrice Akello Akori,Beatrice Akello Akori,,1070,1,female,,human
Q105759689,Dorcus Acen,8,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1980-09-03T00:00:00Z,,Dorcus Acen,Dorcus Acen,Dorcus Acen,187,1,female,,human
Q105759717,Lolem Micah Akasile,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1967-10-07T00:00:00Z,,Micah Akasile Lolem,Micah Akasile Lolem,,0,1,male,,human
Q105759825,Betty Luoke Chelain,7,1,citizenship_wd,Q5,Q6581072,,,,,,Betty Louke Chelain,Betty Louke Chelain,Betty Louke Chelain,102,1,female,,human
Q105760249,Suzan Achola Engola,5,1,citizenship_wd,Q5,Q6581072,,,,,,Susan Achola Engola,Susan Achola Engola,,117,1,female,,human
Q105760383,Paparu Lillian Obiale,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1978-01-01T00:00:00Z,,Lillian Obiale Paparu,Lillian Obiale Paparu,,0,1,female,,human
Q105760454,Patrick Oboi Amuriat,3,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,,,Patrick Amuriat,Patrick Amuriat,,0,1,male,,human
Q105760576,Agnes Taaka,6,1,citizenship_wd,Q5,Q6581072,,,,1980-04-03T00:00:00Z,,Agnes Taaka,Agnes Taaka,,294,1,female,,human
Q105760812,Resty Nanteza,5,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Resty Nanteza,Resty Nanteza,,142,1,female,,human
Q105760963,Veronica Namaganda Nanyondo,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1986-07-22T00:00:00Z,,Veronica Namaganda Nanyondo,Veronica Namaganda Nanyondo,,0,1,female,,human
Q105761146,Bebona Josephine Babungi,3,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Babungi Josephine Bebona,Babungi Josephine Bebona,,0,1,female,,human
Q105807163,list of members of the eleventh Parliament of Uganda,3,1,keyword_title,Q13406463,,,,,,,List of members of the eleventh Parliament of Uganda,Olukalala lw'abakiise b'olukiiko lw'eggwanga olw'ekkumi n'olumu olw'e Uganda,,0,0,,,Wikimedia list article
Q105825829,Katusiime Annet Mugisha,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1974-01-01T00:00:00Z,,Annet Katusiime Mugisha,Annet Katusiime Mugisha,,0,1,female,,human
Q105825933,Namujju Cissy Dionizia,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1977-07-15T00:00:00Z,,Cissy Dionizia Namujju,Cissy Dionizia Namujju,,0,1,female,,human
Q105839516,Susan Mugabi Nakaziba,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Susan Mugabi Nakaziba,Susan Mugabi Nakaziba,,0,1,female,,human
Q105839579,Mary Annet Nakato,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Mary Annet Nakato,Mary Annet Nakato,,0,1,female,,human
Q105839631,Mugisa Margaret Muhanga,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1967-06-04T00:00:00Z,,Margaret Annet Muhanga Mugisa,Margaret Annet Muhanga Mugisa,,0,1,female,,human
Q105839655,Rwakoojo Robina Gureme,7,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1976-01-01T00:00:00Z,,Robina Gureme Rwakoojo,Robina Gureme Rwakoojo,Robina Gureme Rwakoojo,674,1,female,,human
Q105839707,Sharon Balmoi Laker,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Sharon Balmoi Laker,Sharon Balmoi Laker,,0,1,female,,human
Q105839727,Nyakato Asinansi,3,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Asinansi Nyakato,Asinansi Nyakato,,0,1,female,,human
Q105883266,Jane Kabajungu Bainomugisha,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1980-01-01T00:00:00Z,,Jane Kabajungu Bainomugisha,Jane Kabajungu Bainomugisha,,0,1,female,,human
Q105883328,Sauda Kauma,3,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Sauda Kauma,Sauda Kauma,,0,1,female,,human
Q105883547,Victoria Rusoke Businge,5,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1956-01-03T00:00:00Z,,Victoria Rusoke Businge,Victoria Rusoke Businge,,916,1,female,,human
Q105883576,Jane Awich,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1990-04-28T00:00:00Z,,Jane Awich,"Jane Awich, omuwandiisi w’ebitabo",,0,1,female,,human
Q105890715,Esther Afoyochan,8,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Esther Afoyochan,Eseza Afoyochan,,950,1,female,,human
Q10589456,Moru people,6,1,country_wd,Q41710,,,,,,,Moru people,,,1580,1,,,ethnic group
Q10589781,Mount Gessi,1,1,country_wd,Q8502,,,0.42209,29.91786,,,,,,0,1,,,mountain
Q105903344,Jennifer Ayoo,6,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1984-01-01T00:00:00Z,,Jennifer Ayoo,Jennifer Ayoo,,150,1,female,,human
Q105903578,Helen Nakimuli,8,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1985-07-02T00:00:00Z,,Helen Nakimuli,Helen Nakimuli,,24501,1,female,,human
Q105903749,Namukuta Brenda,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,,,Brenda Namukuta,Brenda Namukuta,,0,1,female,,human
Q105904137,Sylvia Bahireira Tumwekwase,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1979-08-05T00:00:00Z,,Sylvia Bahireira Tumwekwase,Sylvia Bahireira Tumwekwase,,0,1,female,,human
