title,depth,parent,files,subcats,theme,campaign,truncated
Category:Benon Biraaro,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Beti Kamya-Turwomwe,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Betty Awori Engola,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Bibles from Uganda,3,Category:Books from Uganda,1,0,Other,,0
Category:Bilingual Bufumbira-English signs,4,Category:Bafumbira,1,0,Other,,1
Category:Births in Arua,4,Category:Births in Uganda by city,1,0,Other,,1
Category:Births in Masaka,4,Category:Births in Uganda by city,1,2,Other,,1
Category:Births in Mbale,4,Category:Births in Uganda by city,1,1,Other,,1
Category:Births in Mbarara,4,Category:Births in Uganda by city,1,1,Other,,1
Category:Births in Uganda,3,Category:People of Uganda,1,8,Other,,0
Category:Bishop James Hannington Memorial,3,Category:Monuments and memorials in Uganda,1,0,Other,,0
Category:Blood donation in Uganda,3,Category:Healthcare in Uganda,1,0,Other,,0
Category:Blue flowers in Uganda,4,Category:Flowers of Uganda by color,1,0,Other,,1
Category:Blue hour in Uganda,4,Category:Sky over Uganda,1,0,Other,,1
Category:Bonaventure Bosco Gubazire,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Boniface Kiprop,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Boom barriers in Uganda,4,Category:Gates in Uganda,1,0,Other,,1
Category:Boxing in Uganda,4,Category:Sports in Uganda by sport,1,3,Sports,,1
Category:Breads of Uganda,4,Category:Cuisine of Uganda,1,1,Other,,1
Category:Brian Mushana Kwesiga,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Broccoli in Uganda,4,Category:Vegetables of Uganda,1,0,Other,,1
Category:Brown sunsets of Uganda,4,Category:Sunsets of Uganda by color,1,0,Other,,1
Category:Budhumbula Royal Tombs and Mausoleum,3,"Category:National Cultural Sites in Eastern Region, Uganda",1,0,Other,,0
Category:Buganda Schools Football Competitions,4,Category:Sports in Buganda,1,0,Sports,,1
Category:Bugoma Forest,4,Category:Forests in Uganda,1,1,Environment,,1
Category:Building interiors in Uganda,3,Category:Architectural elements in Uganda,1,2,Buildings,,0
Category:Bwindi Impenetrable National Park in the 2020s,4,Category:Uganda in the 2020s,1,0,Environment,,1
Category:Bwola dance,3,Category:Dance of Uganda,1,0,Culture,,0
Category:CHOGM 2007,4,Category:2007 in Uganda,1,0,Other,,1
Category:Camilla Barungi,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Canals in Uganda,4,Category:Irrigation in Uganda,1,1,Other,,1
Category:Canary Mugume,4,Category:Journalists from Uganda,1,0,Other,,1
Category:Catering in Uganda,4,Category:Food industry in Uganda,1,0,Other,,1
Category:Caves in Mount Elgon National Park,4,Category:Caves in Uganda,1,1,Environment,,1
Category:Cemetery of Saint Mary's Cathedral Rubaga,4,Category:Saint Mary's Cathedral Rubaga,1,0,Other,,1
Category:Ceremonies in Uganda,3,Category:Events in Uganda,1,0,Other,,0
Category:Charles Lukwago,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Chess players from Uganda,4,Category:Sportspeople from Uganda,1,2,Other,,1
Category:Christopher Senyonjo,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Churches in Gulu,4,Category:Churches in Uganda by city,1,2,Culture,,1
Category:Circumcision in Uganda,3,Category:Religion in Uganda,1,1,Other,,0
Category:Cliffs of Uganda,3,Category:Landforms of Uganda,1,2,Other,,0
Category:Constantine Rupiny,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Consulates of Uganda,4,Category:Diplomatic missions of Uganda,1,0,Other,,1
Category:Containers in Uganda,3,Category:Objects in Uganda,1,3,Other,,0
Category:Contemporary artists from Uganda,4,Category:Artists from Uganda,1,0,People,,1
Category:Credit unions in Uganda,3,Category:Financial services companies of Uganda,1,4,Other,,0
Category:Crepuscular rays in Uganda,4,Category:Sky over Uganda,1,0,Other,,1
Category:Cricket in Uganda,4,Category:Sports in Uganda by sport,1,2,Sports,,1
Category:Cultural buildings in Kampala,3,Category:Cultural buildings in Uganda,1,11,Culture,,0
Category:Cultural heritage of Uganda,1,Category:Uganda,1,4,Culture,,0
Category:Daallo Airlines Flight 159,3,Category:Somali Civil War (2009–present),1,0,Other,,0
Category:Dairy industry in Uganda,4,Category:Food industry in Uganda,1,1,Economy,,1
Category:Dan Sserunkuma,4,Category:Men of Uganda by name,1,0,Other,,1
Category:David Guwatudde,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Davis Niyoyita,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Decorative and applied arts of Uganda,3,Category:Art of Uganda,1,0,Other,,0
Category:Democratic Party (Uganda),3,Category:Political parties in Uganda,1,3,Other,,0
Category:Demonstrations and protests in Uganda,2,Category:Politics of Uganda,1,0,Other,,0
Category:Development aid in Uganda,2,Category:Economy of Uganda,1,0,Other,,0
Category:Diagrams of historic road signs of Uganda,4,Category:Diagrams of road signs of Uganda,1,0,Charts and data,,1
Category:Dilman Dila,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Diplomatic missions to Uganda,3,Category:International relations of Uganda,1,2,Other,,0
Category:Disabled sports in Uganda,3,Category:Sports in Uganda,1,4,Sports,,0
Category:Disabled sportspeople from Uganda,4,Category:Sportspeople from Uganda,1,1,Other,,1
Category:Domestic violence in Uganda,3,Category:Women's health in Uganda,1,0,Other,,0
Category:Dora Mwima,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Doris Akol,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Dosate building,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Buildings,,0
Category:Drone videos from Uganda,3,Category:Videos from Uganda,1,0,Other,,0
Category:Dry river beds in Uganda,4,Category:Rivers of Uganda,1,0,Geography,,1
Category:East African Railways steam locomotives,4,Category:East African Railways,1,27,Buildings,,1
Category:Ecological sanitation in Uganda,3,Category:Agriculture in Uganda,1,1,Other,,0
Category:Economic Policy Research Center,3,Category:Research institutes in Uganda,1,0,Economy,,0
Category:Ecotourism in Uganda,3,Category:Tourism in Uganda,1,0,Other,,0
Category:Educational buildings in Kampala,4,Category:Buildings in Kampala by function,1,3,Buildings,,1
Category:Edwin Ekiring,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Eid al-Fitr in Uganda,3,Category:Holidays in Uganda,1,0,Other,,0
Category:Electricity in Uganda,3,Category:Energy in Uganda,1,1,Other,,0
Category:Elizabeth Rukidi Nyabongo,4,Category:Princess Elizabeth of Tooro,1,0,Other,,1
Category:Elphas Toroitich Ndiwa,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Embassies of Uganda,4,Category:Diplomatic missions of Uganda,1,5,Other,,1
Category:Emblems of Uganda,3,Category:Symbols of Uganda,1,0,Other,,0
Category:Emily Nakalema,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Emin Pasha bronze plate,4,Category:Emin Pasha's last outpost on the Nile,1,0,Other,,1
Category:Emmanuel Tumusiime Mutebile,3,Category:People of Uganda,1,0,Other,,0
Category:English language in Uganda,2,Category:Education in Uganda,1,0,Other,,0
Category:Entebbe Cinema Hall,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Environmental Conservation Trust of Uganda,2,Category:Organizations of Uganda,1,0,Environment,,0
Category:Environmentalists from Uganda,3,Category:Environmental protection in Uganda,1,4,Other,,0
Category:Erosion in Uganda,3,Category:Geomorphology of Uganda,1,2,Other,,0
Category:Erosional slopes in Uganda,4,Category:Slope landforms in Uganda,1,3,Other,,1
Category:Escarpments in Uganda,4,Category:Outcrops in Uganda,1,0,Other,,1
Category:Evangeline Barongo,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Evelyn Kaabule,4,Category:Women of Uganda by name,1,0,Other,,1
Category:EveryBookItsReader 2023 in Uganda - Edit-a-thon,3,Category:2023 Wikimedia movement in Uganda,1,0,Wikimedia community,,0
Category:Faris Abdalla,4,Category:Wiki Loves Sport 2025 in Uganda,1,0,Other,,1
Category:Farms in Uganda,3,Category:Agriculture in Uganda,1,0,Other,,0
Category:Father Ngobya Memorial,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Featured pictures of Uganda,3,Category:Images of Uganda,1,3,Other,,0
Category:Female architects from Uganda,4,Category:Architects from Uganda,1,0,Other,,1
Category:Festo Kivengere,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Fiktube Innovation Hub,2,Category:Organizations of Uganda,1,0,Other,,0
Category:Files using the Kinyarwanda language,4,Category:Kinyarwanda language,1,3,Other,,1
Category:First Ladies of Uganda,4,Category:Presidents of Uganda,1,2,Other,,1
Category:Fish dishes of Uganda,4,Category:Fish of Uganda,1,0,Other,,1
Category:Flags of Belgian Congo on stamps,4,Category:Flags of the Belgian Congo,1,0,Other,,1
Category:Flags of Uganda icons,4,Category:Flags of Uganda,1,0,Other,,1
Category:Florence Kabugho,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Food ingredients of Uganda,3,Category:Food of Uganda,1,3,Culture,,0
Category:Football Associations in Uganda,4,Category:Football in Uganda,1,1,Sports,,1
Category:Footwear of Uganda,3,Category:Clothing of Uganda,1,4,Other,,0
Category:Foton vehicles in Uganda,4,Category:Vehicles in Uganda by brand,1,0,Other,,1
Category:Francis K. Butagira,2,Category:Speaker of the Parliament of Uganda,1,0,Other,,0
Category:Frank Kisekka,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Fried food of Uganda,4,Category:Cuisine of Uganda,1,0,Culture,,1
Category:Fruit salads of Uganda,4,Category:Fruit of Uganda,1,0,Environment,,1
Category:Game reserves in Uganda,4,Category:Protected areas of Uganda,1,1,Other,,1
Category:Gatehouses in Uganda,4,Category:Gates in Uganda,1,0,Other,,1
Category:Genetic studies on Alur,4,Category:Alur people,1,0,Other,,1
Category:Genetic studies on Uganda,3,Category:People of Uganda,1,0,Other,,0
Category:Globes in Uganda,3,Category:Objects in Uganda,1,0,Other,,0
Category:Goat dishes of Uganda,4,Category:Meat dishes of Uganda,1,0,Other,,1
Category:Gomba District,4,"Category:Central Region, Uganda",1,0,Geography,,1
Category:Government of Uganda Analytical Laboratory,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Government,,0
Category:Grace Mary Mugasa,4,Category:Members of the Parliament of Uganda,1,0,Other,,1
Category:Grace Nakimera,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Graduation ceremonies in Uganda,3,Category:Students in Uganda,1,0,Other,,0
Category:Groups of people in Uganda,3,Category:People of Uganda,1,2,People,,0
Category:Guitarists from Uganda,4,Category:Musicians from Uganda,1,1,Other,,1
Category:Gulfstream III of the government of Uganda,4,Category:Aircraft in Ugandan government service,1,0,Government,,1
Category:Gulu Airport,4,Category:Airports in Uganda,1,2,Buildings,,1
Category:Haron Adoli,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Hasifah Nassuna,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Highest Court of Uganda,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Hiking in Uganda,3,Category:Tourism in Uganda,1,1,Other,,0
Category:Historical coats of arms of Uganda,2,Category:History of Uganda,1,1,History,,0
Category:House numbers in Uganda,4,Category:Signs in Uganda,1,0,Other,,1
Category:Hygiene in Uganda,2,Category:Health in Uganda,1,1,Other,,0
Category:Illuminated buildings in Uganda,4,Category:Night in Uganda,1,0,Buildings,,1
Category:Images from Wiki Loves Africa in Uganda,4,Category:Image sources of Uganda,1,12,Other,Wiki Loves Africa,1
Category:Images of Uganda by Umbra,4,Category:Radar images of Uganda,1,0,Other,,1
Category:Industry buildings in Uganda,3,Category:Industry in Uganda,1,2,Buildings,,0
Category:Information graphics of Uganda,2,Category:Uganda by media type,1,5,Other,,0
Category:Infrastructure in Uganda,2,Category:Uganda by topic,1,5,Buildings,,0
Category:Jacob Oboth-Oboth,2,Category:Speaker of the Parliament of Uganda,1,0,Other,,0
Category:Jamila Lunkuse,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Janet Achola,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Jennifer Musisi,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Joel Okuyo Atiku,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Joel Olweny,4,Category:Men of Uganda by name,1,0,Other,,1
Category:John Baptist Kaggwa,4,Category:Men of Uganda by name,1,0,Other,,1
Category:John Simpson Owen,4,Category:Men of Uganda by name,1,0,Other,,1
Category:John Walugembe,3,Category:Economists from Uganda,1,0,Other,,0
Category:Joseph Aliganyira,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Joseph Mary Kizito,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Joy Tukahirwa,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Judiciary of Uganda,3,Category:Government of Uganda,1,1,Other,,0
Category:Judith Nangonzi,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Julia Kibubura,3,Category:Politicians of Uganda,1,3,Other,,0
Category:June in Uganda by year,4,Category:Categories of Uganda by year,1,14,Other,,1
Category:Justine Lumumba Kasule,4,Category:Women of Uganda by name,1,0,Other,,1
Category:KUR EC2 class,4,Category:Kenya & Uganda Railways,1,0,Other,,1
Category:Kaabong Artificial Forest,3,"Category:National Cultural Sites in Northern Region, Uganda",1,0,Environment,,0
Category:Kaazi,3,Category:Scouting in Uganda,1,0,Other,,0
Category:Kabakumba Masiko,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Kabusongora hill,3,"Category:National Cultural Sites in Western Region, Uganda",1,0,Other,,0
Category:Kabwohe Secondary School,3,Category:Schools in Uganda,1,0,Buildings,,0
Category:Kagadi District,4,"Category:Western Region, Uganda",1,1,Geography,,1
Category:Kalema's Komera Katereke prison ditch,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Kamala Club,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Kampala in the 20th century,4,Category:Uganda in the 20th century,1,1,Other,,1
Category:Karamoja House,4,Category:Karamojong people,1,0,Other,,1
Category:Kasanda District,4,"Category:Central Region, Uganda",1,0,Geography,,1
Category:Kibiro,4,Category:Populated places in Uganda,1,2,Other,,1
Category:Kidepo River,4,Category:Rivers of Uganda,1,0,Geography,,1
Category:Kigongo Bukenya,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Kisingiri's House,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Kitale Rock Gong,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Kololo Rock,3,"Category:National Cultural Sites in Northern Region, Uganda",1,0,Other,,0
Category:Koplo Uganda,4,Category:Military ranks of Uganda,1,0,Other,,1
Category:Koplo Usu Uganda,4,Category:Military ranks of Uganda,1,0,Other,,1
Category:Kwete,4,Category:Beverages from Uganda,1,0,Other,,1
Category:Kyambura River,4,Category:Rivers of Uganda,1,0,Geography,,1
Category:Labour in Uganda,2,Category:Economy of Uganda,1,1,Other,,0
Category:Lake Mulehe,4,Category:Lakes of Uganda,1,0,Geography,,1
Category:Lake Nakuwa,4,Category:Lakes of Uganda,1,0,Geography,,1
Category:Lake Saaka,4,"Category:Western Region, Uganda",1,0,Geography,,1
Category:Lake Wamala,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Geography,,0
Category:Land Rover vehicles in Uganda,4,Category:Vehicles in Uganda by brand,1,0,Other,,1
Category:Lighting in Uganda,2,Category:Uganda by topic,1,0,Other,,0
Category:Linguistic maps of the Kinyarwanda language,4,Category:Kinyarwanda language,1,0,Geography,,1
Category:Logos of law firms in Uganda,3,Category:Logos of organizations of Uganda,1,0,Government,,0
Category:Logos of musicians from Uganda,4,Category:Musicians from Uganda,1,0,People,,1
Category:Looms in Uganda,3,Category:Weaving in Uganda,1,0,Other,,0
Category:Lucy Aber Okumu,4,Category:Women of Uganda by name,1,0,Other,,1
Category:Luganda-language signs,4,Category:Luganda language,1,2,Other,,1
Category:Lunyo Well,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:M40 recoilless rifle in Ugandan service,4,Category:Recoilless rifles of Uganda,1,0,Other,,1
Category:Maafisa Wateule I Uganda,4,Category:Military ranks of Uganda,1,0,Other,,1
Category:Maafisa Wateule II Uganda,4,Category:Military ranks of Uganda,1,0,Other,,1
Category:Magazine logos of Uganda,4,Category:Magazines of Uganda,1,0,Other,,1
Category:Magazines of Uganda,3,Category:Media of Uganda,1,1,Other,,0
Category:Magungo Fort,3,"Category:National Cultural Sites in Western Region, Uganda",1,0,Other,,0
Category:Male film directors from Uganda,4,Category:Men of Uganda by occupation,1,3,Other,,1
Category:Mapeera Bakateyamba House Nalukolongo,3,"Category:National Cultural Sites in Central Region, Uganda",1,0,Other,,0
Category:Maps of Uganda colony on stamps,4,Category:Maps of Uganda on stamps,1,0,Geography,,1
Category:Maracha District,4,"Category:Northern Region, Uganda",1,1,Geography,,1
Category:Martin Kasenge,4,Category:Men of Uganda by name,1,0,Other,,1
Category:Mass media in Uganda,2,Category:Uganda by topic,1,0,Other,,0
Category:Mathematics in Uganda,2,Category:Uganda by topic,1,1,Other,,0
Category:Mbazzi,2,Category:Geography of Uganda,1,0,Other,,0
Category:Meanders in Uganda,4,Category:Rivers of Uganda or stretches of rivers by type,1,1,Other,,1
